"group_type","squadron_number","group_number","subgroup","lat","lon","locations","date"
"Jagdgeschwader",NA,27,"Stab",30.25,19.195,"El Agheila",1942-01-15
"Sturzkampfgeschwader",NA,2,"II",30.26132,19.18885,"El Aghelia, Agedabia",1941-04-15
"Jagdgeschwader",NA,27,"II",30.4583333333333,18.575,"Arco Philaenorum",1942-01-15
"Jagdgeschwader",NA,27,"II",30.4583333333333,18.575,"Arco Philaenorum",1942-11-15
"Sturzkampfgeschwader",NA,1,"I",30.4583333333333,18.575,"Arco Philenorum",1941-12-15
"Sturzkampfgeschwader",NA,3,"I",30.4583333333333,18.575,"Arco Philenorum",1941-12-15
"Sturzkampfgeschwader",NA,3,"Stab",30.4583333333333,18.575,"Arco Philenorum",1941-12-15
"Jagdgeschwader",NA,77,"I",30.4583333333333,18.575,"Arco-Philaenorum",1942-11-15
"Jagdgeschwader",NA,77,"III",30.4583333333333,18.575,"Arco-Philaenorum",1942-11-15
"Jagdgeschwader",NA,77,"Stab",30.4583333333333,18.575,"Arco-Philaenorum",1942-11-15
"Sturzkampfgeschwader",NA,2,"II",30.7083333333333,16.4333333333333,"El Machina",1941-03-15
"Jagdgeschwader",NA,27,"I",30.75,20.2166666666667,"Agedabia",1942-01-15
"Jagdgeschwader",NA,27,"III",30.75,20.2166666666667,"Agedabia",1942-01-15
"Sturzkampfgeschwader",NA,3,"II",30.75,20.2166666666667,"Agedabia",1942-01-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-10-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1943-01-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-01-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-02-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-03-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-04-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-05-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-06-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-07-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-08-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-09-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-11-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1942-12-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1943-02-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1943-03-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1943-04-15
"Sturzkampfgeschwader",NA,1,"I",30.75,20.2166666666667,"Agedabia",1943-05-15
"Sturzkampfgeschwader",NA,3,"I",30.75,20.2166666666667,"Agedabia",1942-01-15
"Sturzkampfgeschwader",NA,3,"Stab",30.75,20.2166666666667,"Agedabia",1942-01-15
"Sturzkampfgeschwader",NA,3,"Stab",30.7833333333333,17.8166666666667,"En Nofilia",1941-03-15
"Sturzkampfgeschwader",NA,1,"I",30.7833333333333,17.8166666666667,"En Nofilia",1941-03-15
"Sturzkampfgeschwader",NA,2,"II",30.7833333333333,17.8166666666667,"En Nofilia",1941-03-15
"Jagdgeschwader",NA,27,"Stab",30.9611111111111,28.6666666666667,"Mumin Busak",1942-07-15
"Jagdgeschwader",NA,27,"Stab",30.9611111111111,28.6666666666667,"Mumin Busak",1942-08-15
"Jagdgeschwader",NA,27,"Stab",30.9611111111111,28.6666666666667,"Mumin Busak",1942-09-15
"Jagdgeschwader",NA,27,"Stab",30.9611111111111,28.6666666666667,"Mumin Busak",1942-10-15
"Sturzkampfgeschwader",NA,3,"II",31.0083333333333,28.2541666666667,"Bir el Abd",1942-07-15
"Schlachtgeschwader",NA,2,"I",31.0083333333333,28.2541666666667,"Bir el Abd",1942-10-15
"Sturzkampfgeschwader",NA,3,"III",31.0083333333333,28.2541666666667,"Bir el Abd",1942-07-15
"Sturzkampfgeschwader",NA,3,"Stab",31.0083333333333,28.2541666666667,"Bir el Abd",1942-07-15
"Zerstörergeschwader",NA,1,"III",31.0083333333333,28.2541666666667,"Bir el Abd",1942-08-15
"Zerstörergeschwader",NA,1,"III",31.0083333333333,28.2541666666667,"Bir el Abd",1942-09-15
"Jagdgeschwader",10,27,"10.",31.0222222222222,28.0944444444444,"Quotaifiya",1942-07-15
"Jagdgeschwader",NA,27,"I",31.0222222222222,28.0944444444444,"Quotaifiya",1942-08-15
"Jagdgeschwader",NA,27,"I",31.0222222222222,28.0944444444444,"Quotaifiya",1942-09-15
"Jagdgeschwader",NA,27,"II",31.0222222222222,28.0944444444444,"Quotaifiya",1942-07-15
"Jagdgeschwader",NA,27,"II",31.0222222222222,28.0944444444444,"Quotaifiya",1942-08-15
"Jagdgeschwader",NA,27,"II",31.0222222222222,28.0944444444444,"Quotaifiya",1942-09-15
"Jagdgeschwader",NA,27,"II",31.0222222222222,28.0944444444444,"Quotaifiya",1942-10-15
"Jagdgeschwader",NA,27,"III",31.0222222222222,28.0944444444444,"Quotaifiya",1942-07-15
"Jagdgeschwader",10,53,"10.",31.0222222222222,28.0944444444444,"Quotaifiya",1942-07-15
"Jagdgeschwader",NA,53,"III",31.0222222222222,28.0944444444444,"Quotaifiya",1942-07-15
"Jagdgeschwader",NA,53,"III",31.0222222222222,28.0944444444444,"Quotaifiya",1942-09-15
"Jagdgeschwader",NA,53,"III",31.0222222222222,28.0944444444444,"Quotaifiya",1942-10-15
"Jagdgeschwader",NA,27,"I",31.0666666666667,28.3,"Turbiya",1942-07-15
"Jagdgeschwader",NA,27,"III",31.0666666666667,28.3,"Turbiya",1942-09-15
"Jagdgeschwader",NA,27,"III",31.0666666666667,28.3,"Turbiya",1942-10-15
"Zerstörergeschwader",NA,26,"III",31.0708333333333,27.6920138888889,"Fuka",1942-07-15
"Sturzkampfgeschwader",NA,3,"II",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-08-15
"Sturzkampfgeschwader",NA,3,"II",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-09-15
"Sturzkampfgeschwader",NA,3,"I",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-07-15
"Sturzkampfgeschwader",NA,3,"I",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-08-15
"Sturzkampfgeschwader",NA,3,"I",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-09-15
"Sturzkampfgeschwader",NA,3,"I",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-10-15
"Sturzkampfgeschwader",NA,3,"III",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-08-15
"Sturzkampfgeschwader",NA,3,"III",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-09-15
"Sturzkampfgeschwader",NA,3,"III",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-10-15
"Sturzkampfgeschwader",NA,3,"Stab",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-08-15
"Sturzkampfgeschwader",NA,3,"Stab",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-09-15
"Sturzkampfgeschwader",NA,3,"Stab",31.1166666666667,27.5083333333333,"Haggag el Quasaba",1942-10-15
"Jagdgeschwader",NA,27,"III",31.1166666666667,27.5083333333333,"Haggag-el-Quasaba",1942-08-15
"Jagdgeschwader",NA,53,"III",31.1166666666667,27.5083333333333,"Haggag-el-Quasaba",1942-08-15
"Sturzkampfgeschwader",NA,3,"Stab",31.2333333333333,16.1833333333333,"Tamet",1941-03-15
"Sturzkampfgeschwader",NA,1,"I",31.2333333333333,16.1833333333333,"Tamet",1941-03-15
"Jagdgeschwader",NA,77,"Stab",31.2333333333333,16.1833333333333,"Wadi Tamet",1942-12-15
"Jagdgeschwader",NA,77,"I",31.2333333333333,16.1833333333333,"Wadi-Tamet",1942-12-15
"Jagdgeschwader",NA,77,"III",31.2333333333333,16.1833333333333,"Wadi-Tamet",1942-12-15
"Sturzkampfgeschwader",NA,3,"I",31.7826388888889,24.5239583333333,"Gambut",1942-11-15
"Sturzkampfgeschwader",NA,3,"III",31.7826388888889,24.5239583333333,"Gambut",1942-11-15
"Sturzkampfgeschwader",NA,3,"Stab",31.7826388888889,24.5239583333333,"Gambut",1942-11-15
"Jagdgeschwader",NA,77,"I",31.9833333333333,14.6,"Bir Dufan",1943-01-15
"Jagdgeschwader",NA,77,"II",31.9833333333333,14.6,"Bir Dufan",1943-01-15
"Jagdgeschwader",NA,77,"III",31.9833333333333,14.6,"Bir Dufan",1943-01-15
"Jagdgeschwader",NA,77,"Stab",31.9833333333333,14.6,"Bir Dufan",1943-01-15
"Sturzkampfgeschwader",NA,3,"Stab",31.9833333333333,14.6,"Bir Dufan",1941-02-15
"Sturzkampfgeschwader",NA,1,"I",31.9833333333333,14.6,"Bir Dufan",1941-02-15
"Sturzkampfgeschwader",NA,2,"II",31.9833333333333,14.6,"Bir Dufan",1941-02-15
"Sturzkampfgeschwader",NA,3,"III",31.9833333333333,14.6,"Bir Dufan",1942-12-15
"Sturzkampfgeschwader",NA,3,"III",31.9833333333333,14.6,"Bir Dufan",1943-01-15
"Sturzkampfgeschwader",NA,3,"III",31.9833333333333,14.6,"Bir Dufan",1943-02-15
"Sturzkampfgeschwader",NA,3,"I",32.055462962963,20.0628086419753,"Berca",1942-02-15
"Sturzkampfgeschwader",NA,3,"Stab",32.055462962963,20.0628086419753,"Berca",1942-02-15
"Sturzkampfgeschwader",NA,3,"Stab",32.055462962963,20.0628086419753,"Berca",1942-03-15
"Sturzkampfgeschwader",NA,3,"Stab",32.055462962963,20.0628086419753,"Berca",1942-04-15
"Sturzkampfgeschwader",NA,3,"Stab",32.0958333333333,20.275,"Benina",1941-12-15
"Jagdgeschwader",NA,27,"I",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1941-05-15
"Jagdgeschwader",NA,27,"I",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1941-06-15
"Jagdgeschwader",NA,27,"I",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1941-07-15
"Jagdgeschwader",NA,27,"I",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1941-08-15
"Jagdgeschwader",NA,27,"I",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1941-09-15
"Jagdgeschwader",NA,27,"I",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1941-10-15
"Jagdgeschwader",NA,27,"I",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1941-11-15
"Jagdgeschwader",NA,27,"II",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1941-10-15
"Jagdgeschwader",NA,27,"II",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1941-11-15
"Sturzkampfgeschwader",NA,3,"I",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1942-05-15
"Sturzkampfgeschwader",NA,3,"Stab",32.1541666666667,23.3798611111111,"Ain-el-Gazala",1942-05-15
"Jagdgeschwader",NA,27,"II",32.3041666666667,23.025,"Tmimi",1942-06-15
"Jagdgeschwader",NA,27,"Stab",32.3041666666667,23.025,"Tmimi",1942-06-15
"Sturzkampfgeschwader",NA,3,"II",32.3041666666667,23.025,"Tmimi",1942-06-15
"Sturzkampfgeschwader",NA,2,"II",32.3041666666667,23.025,"Tmimi",1941-11-15
"Sturzkampfgeschwader",NA,2,"II",32.3041666666667,23.025,"Tmimi",1941-07-15
"Sturzkampfgeschwader",NA,2,"II",32.3041666666667,23.025,"Tmimi",1941-08-15
"Sturzkampfgeschwader",NA,2,"II",32.3041666666667,23.025,"Tmimi",1941-09-15
"Sturzkampfgeschwader",NA,2,"II",32.3041666666667,23.025,"Tmimi",1941-10-15
"Sturzkampfgeschwader",NA,2,"II",32.3041666666667,23.025,"Tmimi",1941-12-15
"Sturzkampfgeschwader",NA,3,"I",32.3041666666667,23.025,"Tmimi",1942-06-15
"Sturzkampfgeschwader",NA,3,"III",32.3041666666667,23.025,"Tmimi",1942-06-15
"Sturzkampfgeschwader",NA,3,"Stab",32.3041666666667,23.025,"Tmimi",1942-06-15
"Zerstörergeschwader",10,26,"10.",32.5138888888889,20.8958333333333,"Barce",1942-08-15
"Jagdgeschwader",10,27,"10.",32.5777777777778,22.7627777777778,"Martuba",1942-05-15
"Jagdgeschwader",10,27,"10.",32.5777777777778,22.7627777777778,"Martuba",1942-06-15
"Jagdgeschwader",NA,27,"I",32.5777777777778,22.7627777777778,"Martuba",1941-12-15
"Jagdgeschwader",NA,27,"I",32.5777777777778,22.7627777777778,"Martuba",1942-02-15
"Jagdgeschwader",NA,27,"I",32.5777777777778,22.7627777777778,"Martuba",1942-03-15
"Jagdgeschwader",NA,27,"I",32.5777777777778,22.7627777777778,"Martuba",1942-04-15
"Jagdgeschwader",NA,27,"I",32.5777777777778,22.7627777777778,"Martuba",1942-05-15
"Jagdgeschwader",NA,27,"II",32.5777777777778,22.7627777777778,"Martuba",1942-02-15
"Jagdgeschwader",NA,27,"II",32.5777777777778,22.7627777777778,"Martuba",1942-03-15
"Jagdgeschwader",NA,27,"II",32.5777777777778,22.7627777777778,"Martuba",1942-04-15
"Jagdgeschwader",NA,27,"II",32.5777777777778,22.7627777777778,"Martuba",1942-05-15
"Jagdgeschwader",NA,27,"III",32.5777777777778,22.7627777777778,"Martuba",1941-12-15
"Jagdgeschwader",NA,27,"III",32.5777777777778,22.7627777777778,"Martuba",1942-02-15
"Jagdgeschwader",NA,27,"III",32.5777777777778,22.7627777777778,"Martuba",1942-03-15
"Jagdgeschwader",NA,27,"III",32.5777777777778,22.7627777777778,"Martuba",1942-04-15
"Jagdgeschwader",NA,27,"III",32.5777777777778,22.7627777777778,"Martuba",1942-05-15
"Jagdgeschwader",NA,27,"III",32.5777777777778,22.7627777777778,"Martuba",1942-06-15
"Jagdgeschwader",NA,27,"Stab",32.5777777777778,22.7627777777778,"Martuba",1941-12-15
"Jagdgeschwader",NA,27,"Stab",32.5777777777778,22.7627777777778,"Martuba",1942-02-15
"Jagdgeschwader",NA,27,"Stab",32.5777777777778,22.7627777777778,"Martuba",1942-03-15
"Jagdgeschwader",NA,27,"Stab",32.5777777777778,22.7627777777778,"Martuba",1942-04-15
"Jagdgeschwader",NA,27,"Stab",32.5777777777778,22.7627777777778,"Martuba",1942-05-15
"Jagdgeschwader",10,53,"10.",32.5777777777778,22.7627777777778,"Martuba",1942-06-15
"Jagdgeschwader",NA,53,"III",32.5777777777778,22.7627777777778,"Martuba",1942-06-15
"Sturzkampfgeschwader",NA,3,"II",32.5777777777778,22.7627777777778,"Martuba",1942-02-15
"Sturzkampfgeschwader",NA,3,"II",32.5777777777778,22.7627777777778,"Martuba",1942-03-15
"Jagdgeschwader",NA,77,"II",32.6694444444444,13.1566666666667,"Castel Benito",1942-12-15
"Jagdgeschwader",NA,53,"III",32.7111111111111,20.6666666666667,"Derna-West",1941-12-15
"Sturzkampfgeschwader",NA,1,"III",32.7666666666667,22.6444444444445,"Derna",1941-05-15
"Jagdgeschwader",NA,27,"Stab",32.7666666666667,22.6444444444445,"Derna",1942-11-15
"Sturzkampfgeschwader",NA,1,"I",32.7666666666667,22.6444444444445,"Derna",1941-08-15
"Jagdgeschwader",NA,27,"II",32.7666666666667,22.6444444444445,"Derna",1941-12-15
"Sturzkampfgeschwader",NA,3,"Stab",32.7666666666667,22.6444444444445,"Derna",1941-10-15
"Sturzkampfgeschwader",NA,3,"Stab",32.7666666666667,22.6444444444445,"Derna",1941-11-15
"Sturzkampfgeschwader",NA,1,"III",32.7666666666667,22.6444444444445,"Derna",1941-04-15
"Zerstörergeschwader",10,26,"10.",32.7666666666667,22.6444444444445,"Derna",1942-05-15
"Sturzkampfgeschwader",NA,3,"Stab",32.7666666666667,22.6444444444445,"Derna",1943-03-15
"Sturzkampfgeschwader",NA,3,"II",32.7666666666667,22.6444444444445,"Derna",1942-05-15
"Sturzkampfgeschwader",NA,1,"I",32.7666666666667,22.6444444444445,"Derna",1941-09-15
"Sturzkampfgeschwader",NA,1,"I",32.7666666666667,22.6444444444445,"Derna",1941-10-15
"Sturzkampfgeschwader",NA,3,"III",32.7666666666667,22.6444444444445,"Derna",1942-05-15
"Sturzkampfgeschwader",NA,3,"I",32.7666666666667,22.6444444444445,"Derna",1942-03-15
"Zerstörergeschwader",10,26,"10.",32.7666666666667,22.6444444444445,"Derna",1942-07-15
"Zerstörergeschwader",10,26,"10.",32.7666666666667,22.6444444444445,"Derna",1942-06-15
"Sturzkampfgeschwader",NA,2,"II",32.7666666666667,22.6444444444445,"Derna",1941-06-15
"Sturzkampfgeschwader",NA,3,"Stab",32.7666666666667,22.6444444444445,"Derna",1941-08-15
"Sturzkampfgeschwader",NA,1,"I",32.7666666666667,22.6444444444445,"Derna",1941-11-15
"Sturzkampfgeschwader",NA,3,"I",32.7666666666667,22.6444444444445,"Derna",1942-04-15
"Sturzkampfgeschwader",NA,1,"I",32.7666666666667,22.6444444444445,"Derna",1941-07-15
"Jagdgeschwader",NA,27,"I",32.7666666666667,22.6444444444445,"Derna",1942-06-15
"Zerstörergeschwader",10,26,"10.",32.7666666666667,22.6444444444445,"Derna",1942-04-15
"Zerstörergeschwader",NA,26,"III",32.7666666666667,22.6444444444445,"Derna",1942-06-15
"Sturzkampfgeschwader",NA,3,"Stab",32.7666666666667,22.6444444444445,"Derna",1943-05-15
"Sturzkampfgeschwader",NA,3,"Stab",32.7666666666667,22.6444444444445,"Derna",1941-09-15
"Sturzkampfgeschwader",NA,2,"II",32.7666666666667,22.6444444444445,"Derna",1941-05-15
"Sturzkampfgeschwader",NA,3,"Stab",32.7666666666667,22.6444444444445,"Derna",1943-04-15
"Sturzkampfgeschwader",NA,3,"I",32.7666666666667,22.6444444444445,"Derna",1941-11-15
"Schlachtgeschwader",NA,2,"I",33.3666666666667,10.4166666666667,"Medenine",1942-11-15
"Schlachtgeschwader",NA,2,"I",33.3666666666667,10.4166666666667,"Medenine",1942-12-15
"Jagdgeschwader",NA,77,"I",33.65,10,"Matmata",1943-02-15
"Jagdgeschwader",NA,77,"I",33.65,10,"Matmata",1943-03-15
"Jagdgeschwader",NA,51,"II",33.8805555555556,10.1086111111111,"Gabes",1943-01-15
"Jagdgeschwader",NA,77,"III",34.5773859,9.8431866,"Mezzouna",1943-02-15
"Sturzkampfgeschwader",NA,3,"III",34.5773859,9.8431866,"Mezzouna-Nord",1943-03-15
"Jagdgeschwader",NA,77,"II",34.9756944444444,10.1868055555556,"La Fauconnerie",1943-02-15
"Jagdgeschwader",NA,77,"II",34.9756944444444,10.1868055555556,"La Fauconnerie",1943-03-15
"Jagdgeschwader",NA,77,"Stab",34.9756944444444,10.1868055555556,"La Fauconnerie",1943-02-15
"Jagdgeschwader",NA,77,"Stab",34.9756944444444,10.1868055555556,"La Fauconnerie",1943-03-15
"Schlachtgeschwader",NA,2,"I",34.9756944444444,10.1868055555556,"La Fauconnerie",1943-01-15
"Schlachtgeschwader",NA,2,"I",34.9756944444444,10.1868055555556,"La Fauconnerie",1943-02-15
"Schlachtgeschwader",NA,2,"I",34.9756944444444,10.1868055555556,"La Fauconnerie",1943-03-15
"Kampfgeschwader",NA,76,"Stab",35.0625,24.75,"Tympakion",1942-11-15
"Kampfgeschwader",NA,76,"Stab",35.0625,24.75,"Tympakion",1942-12-15
"Kampfgeschwader",NA,76,"II",35.0729318,24.7686207,"Tympakion/Crete",1942-12-15
"Kampfgeschwader",NA,76,"III",35.0729318,24.7686207,"Tympakion/Crete",1942-12-15
"Kampfgeschwader",NA,76,"III",35.0729318,24.7686207,"Tympakion/Crete",1943-01-15
"Jagdgeschwader",NA,77,"III",35.1,10,"Bou Thadi",1943-03-15
"Zerstörergeschwader",10,26,"10.",35.1958333333333,25,"Kastelli",1942-09-15
"Zerstörergeschwader",NA,26,"III",35.1958333333333,25,"Kastelli",1942-08-15
"Zerstörergeschwader",NA,26,"III",35.1958333333333,25,"Kastelli",1942-09-15
"Zerstörergeschwader",NA,26,"III",35.1958333333333,25,"Kastelli",1942-10-15
"Zerstörergeschwader",10,26,"10.",35.1958333333333,25,"Kastelli",1942-10-15
"Jagdgeschwader",NA,27,"III",35.208594,25.3382657,"Kastelli (Crete)",1942-11-15
"Jagdgeschwader",NA,27,"III",35.208594,25.3382657,"Kastelli (Crete)",1942-12-15
"Jagdgeschwader",NA,27,"III",35.208594,25.3382657,"Kastelli (Crete)",1943-01-15
"Jagdgeschwader",NA,27,"III",35.208594,25.3382657,"Kastelli (Crete)",1943-02-15
"Kampfgeschwader",NA,76,"I",35.3375,25.1833333333333,"Iraklion",1942-11-15
"Sturzkampfgeschwader",NA,3,"Stab",35.3375,25.1833333333333,"Iraklion",1941-06-15
"Sturzkampfgeschwader",NA,3,"Stab",35.3375,25.1833333333333,"Iraklion",1941-07-15
"Jagdgeschwader",NA,51,"II",35.3541666666667,10.5666666666667,"La Smala des Souassis",1943-02-15
"Jagdgeschwader",NA,51,"II",35.3541666666667,10.5666666666667,"La Smala des Souassis",1943-03-15
"Sturzkampfgeschwader",NA,3,"I",35.5291666666667,23.8333333333333,"Malemes",1941-06-15
"Sturzkampfgeschwader",NA,3,"I",35.5291666666667,23.8333333333333,"Malemes",1941-07-15
"Sturzkampfgeschwader",NA,3,"I",35.5291666666667,23.8333333333333,"Malemes",1941-08-15
"Sturzkampfgeschwader",NA,3,"I",35.5291666666667,23.8333333333333,"Malemes",1941-09-15
"Sturzkampfgeschwader",NA,3,"I",35.5291666666667,23.8333333333333,"Malemes",1941-10-15
"Jagdgeschwader",NA,2,"II",35.6666666666667,10.0291666666667,"Kairouan",1943-01-15
"Jagdgeschwader",NA,2,"II",35.6666666666667,10.0291666666667,"Kairouan",1943-02-15
"",NA,10,"III",35.6666666666667,10.0291666666667,"Kairouan",1943-02-15
"",NA,10,"III",35.73983,8.57949,"Sidi Ahmed",1943-01-15
"",NA,10,"III",35.73983,8.57949,"Sidi Ahmed",1943-03-15
"Schlachtgeschwader",NA,3,"II",36.3836111111111,28.1175,"Marizza",1943-10-15
"Schlachtgeschwader",NA,3,"II",36.3836111111111,28.1175,"Marizza",1943-11-15
"Jagdgeschwader",NA,77,"II",36.3994444444444,10.3126388888889,"St. Marie du Zit",1943-04-15
"Jagdgeschwader",NA,77,"III",36.3994444444444,10.3126388888889,"St. Marie du Zit",1943-04-15
"Jagdgeschwader",NA,77,"Stab",36.3994444444444,10.3126388888889,"St. Marie du Zit",1943-04-15
"Sturzkampfgeschwader",NA,3,"II",36.3994444444444,10.3126388888889,"St. Marie du Zit",1943-02-15
"Sturzkampfgeschwader",NA,3,"II",36.3994444444444,10.3126388888889,"St. Marie du Zit",1943-03-15
"Jagdgeschwader",NA,77,"I",36.6966213,10.4930564,"Soliman-Süd",1943-04-15
"Jagdgeschwader",NA,27,"I",36.7111111111111,15.075,"Pachino",1942-10-15
"Jagdgeschwader",NA,51,"II",36.7929861111111,10.9733333333333,"Menzel-Temime",1943-04-15
"Jagdgeschwader",NA,77,"II",36.8042572,22.855768,"Molaoi",1941-05-15
"Jagdgeschwader",NA,77,"III",36.8042572,22.855768,"Molaoi",1941-05-15
"Jagdgeschwader",NA,77,"Stab",36.8042572,22.855768,"Molaoi",1941-05-15
"Sturzkampfgeschwader",NA,2,"I",36.8042572,22.855768,"Molaoi",1941-05-15
"Sturzkampfgeschwader",NA,2,"III",36.8042572,22.855768,"Molaoi",1941-05-15
"Sturzkampfgeschwader",NA,2,"Stab",36.8042572,22.855768,"Molaoi",1941-05-15
"Jagdgeschwader",11,26,"11.",36.8063888888889,10.1813888888889,"Tunis",1942-12-15
"Jagdgeschwader",NA,51,"II",36.8063888888889,10.1813888888889,"Tunis",1942-12-15
"Jagdgeschwader",NA,53,"III",36.8063888888889,10.1813888888889,"Tunis",1942-11-15
"Sturzkampfgeschwader",NA,3,"II",36.8558788,10.2572084,"Aouina",1943-01-15
"Jagdgeschwader",NA,53,"II",36.8558788,10.2572084,"El Aouina",1943-01-15
"Jagdgeschwader",NA,53,"Stab",36.8558788,10.2572084,"El Aouina",1942-11-15
"Jagdgeschwader",NA,53,"Stab",36.8558788,10.2572084,"El Aouina",1942-12-15
"Jagdgeschwader",NA,53,"Stab",36.8558788,10.2572084,"El Aouina",1943-01-15
"Jagdgeschwader",NA,53,"Stab",36.8558788,10.2572084,"El Aouina",1943-02-15
"Jagdgeschwader",NA,53,"Stab",36.8558788,10.2572084,"El Aouina",1943-03-15
"Sturzkampfgeschwader",NA,3,"II",36.8558788,10.2572084,"El Aouina",1942-11-15
"Schlachtgeschwader",8,2,"8.",36.8558788,10.2572084,"El Aouina",1942-12-15
"Schlachtgeschwader",8,2,"8.",36.8558788,10.2572084,"El Aouina",1943-01-15
"Schlachtgeschwader",8,2,"8.",36.8558788,10.2572084,"El Aouina",1943-02-15
"Schlachtgeschwader",8,2,"8.",36.8558788,10.2572084,"El Aouina",1943-03-15
"Schlachtgeschwader",8,2,"8.",36.8558788,10.2572084,"El Aouina",1943-04-15
"Jagdgeschwader",NA,53,"II",36.8888888888889,10.2833333333333,"La Marsa",1943-02-15
"Jagdgeschwader",NA,53,"II",36.8888888888889,10.2833333333333,"La Marsa",1943-03-15
"Jagdgeschwader",NA,53,"II",36.8888888888889,10.2833333333333,"La Marsa",1943-04-15
"Jagdgeschwader",NA,53,"Stab",36.9590277777778,10.0583333333333,"La Sebala",1943-04-15
"Sturzkampfgeschwader",NA,3,"II",36.9590277777778,10.0583333333333,"La Sebala",1942-12-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1941-12-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1942-01-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1942-02-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1942-03-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1942-04-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1942-05-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1942-06-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1942-07-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1942-08-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1942-09-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1942-10-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1943-05-15
"Jagdgeschwader",NA,53,"II",36.9916666666667,14.6083333333333,"Comiso",1943-06-15
"Jagdgeschwader",NA,53,"III",36.9916666666667,14.6083333333333,"Comiso",1942-01-15
"Jagdgeschwader",NA,53,"III",36.9916666666667,14.6083333333333,"Comiso",1942-02-15
"Jagdgeschwader",NA,53,"III",36.9916666666667,14.6083333333333,"Comiso",1942-03-15
"Jagdgeschwader",NA,53,"III",36.9916666666667,14.6083333333333,"Comiso",1942-04-15
"Jagdgeschwader",NA,53,"III",36.9916666666667,14.6083333333333,"Comiso",1942-05-15
"Jagdgeschwader",NA,53,"Stab",36.9916666666667,14.6083333333333,"Comiso",1941-12-15
"Jagdgeschwader",NA,53,"Stab",36.9916666666667,14.6083333333333,"Comiso",1942-01-15
