"group_type","squadron_number","group_number","subgroup","total","model","add","add_new","add_maintenance","add_other_units","lost","lost_enemy","lost_accident","lost_maintenance","lost_other_units","total_eom","date"
"Kampfgeschwader",NA,27,"II","21","He 111H-16","15","10","5","-","16","4","5","6","1","20",1943-11-15
"Kampfgeschwader",NA,27,"II","20","He 111H-16","19","10","8","1","5","3","0","0","2","34",1943-12-15
"Kampfgeschwader",NA,27,"II","34","He 111H-16","4","1","3","-","16","10","4","2","0","22",1944-01-15
"Kampfgeschwader",NA,27,"II","22","He 111H-16","0","0","0","-","20","3","1","16","0","2",1944-02-15
"Kampfgeschwader",NA,27,"II","0","He 111H-20","34","34","0","-","7","2","1","4","0","27",1944-02-15
"Kampfgeschwader",NA,27,"II","2","He 111H-16","0","0","0","-","2","0","0","1","1","0",1944-03-15
"Kampfgeschwader",NA,27,"II","27","He 111H-20","15","15","0","-","19","6","4","8","1","23",1944-03-15
"Kampfgeschwader",NA,27,"II","23","He 111H-20","17","9","7","1","17","3","5","9","0","23",1944-04-15
"Kampfgeschwader",NA,27,"II","23","He 111H-20","2","0","2","-","10","1","2","4","3","15",1944-05-15
"Kampfgeschwader",NA,27,"II","15","He 111H-20","26","25","0","1","3","0","0","0","3","38",1944-06-15
"Kampfgeschwader",NA,27,"II","38","He 111H-20","0","0","0","-","0","0","0","0","0","38",1944-07-15
"Kampfgeschwader",NA,27,"II","38","He 111H-20","0","0","0","-","4","0","0","4","0","34",1944-08-15
"Kampfgeschwader",NA,27,"II","34","He 111H-20","1","0","0","1","1","0","1","0","0","34",1944-09-15
"Kampfgeschwader",NA,27,"II","34","He 111H-20","0","0","0","-","34","0","0","0","34","0",1944-10-15
"Kampfgeschwader",NA,27,"II","0","Bf 109K-4","0","0","0","-","0","0","0","0","0","0",1944-11-15
"Kampfgeschwader",NA,27,"II","0","Bf 109K-4","31","0","31","-","6","0","2","0","4","25",1944-12-15
"Kampfgeschwader",NA,27,"III","18","He 111H-6","7","7","0","-","6","5","1","0","0","19",1942-03-15
"Kampfgeschwader",NA,27,"III","19","He 111H-6","12","11","1","-","3","1","2","0","0","28",1942-04-15
"Kampfgeschwader",NA,27,"III","28","He 111H-6","11","9","1","1","12","8","4","0","0","27",1942-05-15
"Kampfgeschwader",NA,27,"III","27","He 111H-6","17","12","5","-","6","5","0","0","1","38",1942-06-15
"Kampfgeschwader",NA,27,"III","38","He 111H-6","7","6","1","-","16","12","0","0","4","29",1942-07-15
"Kampfgeschwader",NA,27,"III","29","He 111H-6","11","10","1","-","9","8","0","0","1","31",1942-08-15
"Kampfgeschwader",NA,27,"III","31","He 111H-6","13","3","0","10","14","9","2","3","0","30",1942-09-15
"Kampfgeschwader",NA,27,"III","30","He 111H-6","20","14","3","3","17","7","0","4","6","33",1942-10-15
"Kampfgeschwader",NA,27,"III","33","He 111H-6","0","0","0","-","7","3","0","0","4","26",1942-11-15
"Kampfgeschwader",NA,27,"III","26","He 111H-6","0","0","0","-","17","0","0","0","17","9*",1942-12-15
"Kampfgeschwader",NA,27,"III","5","He 111H-6","10","0","4","6","4","0","0","4","0","11",1943-01-15
"Kampfgeschwader",NA,27,"III","1","He 111H-11","4","0","0","4","1","0","0","1","0","4",1943-01-15
"Kampfgeschwader",NA,27,"III","0","He 111H-14","1","0","0","1","0","0","0","0","0","1",1943-01-15
"Kampfgeschwader",NA,27,"III","3","He 111H-16","18","18","0","-","9","3","0","6","0","12",1943-01-15
"Kampfgeschwader",NA,27,"III","12","He 111H-16","13","13","0","-","6","3","0","0","3","19",1943-02-15
"Kampfgeschwader",NA,27,"III","1","He 111H-14","0","0","0","-","1","0","0","1","0","0",1943-02-15
"Kampfgeschwader",NA,27,"III","4","He 111H-11","0","0","0","-","4","0","0","4","0","0",1943-02-15
"Kampfgeschwader",NA,27,"III","11","He 111H-6","1","0","0","1","7","1","0","6","0","5",1943-02-15
"Kampfgeschwader",NA,27,"III","19","He 111H-16","15","11","1","3","10","10","0","0","0","24",1943-03-15
"Kampfgeschwader",NA,27,"III","0","He 111H-11","1","0","0","1","0","0","0","0","0","1",1943-03-15
"Kampfgeschwader",NA,27,"III","5","He 111H-6","0","0","0","-","5","0","0","0","5","0",1943-03-15
"Kampfgeschwader",NA,27,"III","24","He 111H-16","2","1","0","1","4","1","2","1","0","22",1943-04-15
"Kampfgeschwader",NA,27,"III","1","He 111H-11","0","0","0","-","0","0","0","0","0","1",1943-04-15
"Kampfgeschwader",NA,27,"III","22","He 111H-16","11","9","0","2","8","1","0","3","4","25",1943-05-15
"Kampfgeschwader",NA,27,"III","1","He 111H-11","2","0","1","1","1","1","0","0","0","2",1943-05-15
"Kampfgeschwader",NA,27,"III","0","He 111H-6","6","0","0","6","0","0","0","0","0","6",1943-05-15
"Kampfgeschwader",NA,27,"III","25","He 111H-16","16","8","0","8","8","6","0","1","1","33",1943-06-15
"Kampfgeschwader",NA,27,"III","2","He 111H-11","0","0","0","-","1","0","0","0","1","1",1943-06-15
"Kampfgeschwader",NA,27,"III","6","He 111H-6","0","0","0","-","6","0","0","0","6","0",1943-06-15
"Kampfgeschwader",NA,27,"III","33","He 111H-16","19","11","3","5","23","17","1","2","3","29",1943-07-15
"Kampfgeschwader",NA,27,"III","1","He 111H-11","0","0","0","-","0","0","0","0","0","1",1943-07-15
"Kampfgeschwader",NA,27,"III","29","He 111H-16","19","9","6","4","20","5","2","7","6","28",1943-08-15
"Kampfgeschwader",NA,27,"III","1","He 111H-11","0","0","0","-","0","0","0","0","0","1",1943-08-15
"Kampfgeschwader",NA,27,"III","28","He 111H-16","15","12","3","-","28","15","2","11","0","15",1943-09-15
"Kampfgeschwader",NA,27,"III","1","He 111H-11","0","0","0","-","1","0","0","0","1","0",1943-09-15
"Kampfgeschwader",NA,27,"III","15","He 111H-16","16","11","5","-","10","3","0","7","0","21",1943-10-15
"Kampfgeschwader",NA,27,"III","21","He 111H-16","10","10","0","-","9","1","1","6","1","22",1943-11-15
"Kampfgeschwader",NA,27,"III","22","He 111H-16","14","14","0","-","8","3","1","3","1","28",1943-12-15
"Kampfgeschwader",NA,27,"III","28","He 111H-16","5","3","2","-","18","4","6","5","3","15",1944-01-15
"Kampfgeschwader",NA,27,"III","15","He 111H-16","0","0","0","-","7","0","0","0","7","8",1944-02-15
"Kampfgeschwader",NA,27,"III","8","He 111H-16","0","0","0","-","0","0","0","0","0","8",1944-03-15
"Kampfgeschwader",NA,27,"III","8","He 111H-16","0","0","0","-","0","0","0","0","0","8",1944-04-15
"Kampfgeschwader",NA,27,"III","0","He 111H-20","20","20","0","-","0","0","0","0","0","20",1944-04-15
"Kampfgeschwader",NA,27,"III","8","He 111H-16","0","0","0","-","8","0","0","0","8","0",1944-05-15
"Kampfgeschwader",NA,27,"III","20","He 111H-20","18","18","0","-","1","1","0","0","0","37",1944-05-15
"Kampfgeschwader",NA,27,"III","37","He 111H-20","0","0","0","-","2","1","0","1","0","35",1944-06-15
"Kampfgeschwader",NA,27,"III","35","He 111H-20","1","0","1","-","16","15","1","0","0","20",1944-07-15
"Kampfgeschwader",NA,27,"III","20","He 111H-20","17","14","0","3","5","0","1","0","4","32",1944-08-15
"Kampfgeschwader",NA,27,"III","0","He 111H-11","2","0","1","1","0","0","0","0","0","2",1944-08-15
"Kampfgeschwader",NA,27,"III","32","He 111H-20","0","0","0","-","10","0","0","0","10","22",1944-09-15
"Kampfgeschwader",NA,27,"III","2","He 111H-11","0","0","0","-","0","0","0","0","0","2",1944-09-15
"Kampfgeschwader",NA,27,"III","22","He 111H-20","0","0","0","-","22","0","0","0","22","0",1944-10-15
"Kampfgeschwader",NA,27,"III","2","He 111H-11","0","0","0","-","2","0","0","0","2","0",1944-10-15
"Kampfgeschwader",NA,27,"III","0","Fw 190A-9","0","0","0","-","0","0","0","0","0","0",1944-11-15
"Kampfgeschwader",NA,27,"III","0","Fw 190A-9/R11","10","10","0","-","2","0","0","0","2","8",1944-12-15
"Kampfgeschwader",NA,27,"IV","15","He 111H-6","4","0","0","4","4","1","3","0","0","15",1943-01-15
"Kampfgeschwader",NA,27,"IV","6","He 111","0","0","0","-","1","1","0","0","0","5",1943-01-15
"Kampfgeschwader",NA,27,"IV","15","He 111H-6","5","0","0","5","0","0","0","0","0","20",1943-02-15
"Kampfgeschwader",NA,27,"IV","5","He 111","1","0","0","1","0","0","0","0","0","6",1943-02-15
"Kampfgeschwader",NA,27,"IV","20
        6","He 111H-6
        He 111","13","0","12","1","2","0","2","0","0","37*",1943-03-15
"Kampfgeschwader",NA,27,"IV","37","He 111H-6","4","3","1","-","8","0","2","0","6","33",1943-04-15
"Kampfgeschwader",NA,27,"IV","33","He 111H-6","3","0","2","1","8","0","8","0","0","28",1943-05-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-14","1","0","0","1","0","0","0","0","0","1",1943-05-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-16","2","0","0","2","0","0","0","0","0","2",1943-05-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-9","1","0","0","1","0","0","0","0","0","1",1943-05-15
"Kampfgeschwader",NA,27,"IV","0","He 111P","1","0","0","1","0","0","0","0","0","1",1943-05-15
"Kampfgeschwader",NA,27,"IV","28","He 111H-6","2","0","2","-","2","0","2","0","0","28",1943-06-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-14","1","0","1","-","0","0","0","0","0","2",1943-06-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-16","0","0","0","-","0","0","0","0","0","2",1943-06-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-9","0","0","0","-","1","0","0","0","1","0",1943-06-15
"Kampfgeschwader",NA,27,"IV","1","He 111P","0","0","0","-","1","0","0","0","1","0",1943-06-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-11","1","0","1","-","0","0","0","0","0","1",1943-06-15
"Kampfgeschwader",NA,27,"IV","28","He 111H-6","0","0","0","-","0","0","0","0","0","28",1943-07-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-14","0","0","0","-","0","0","0","0","0","2",1943-07-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-16","2","0","2","-","1","0","1","0","0","3",1943-07-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-11","0","0","0","-","0","0","0","0","0","1",1943-07-15
"Kampfgeschwader",NA,27,"IV","28","He 111H-6","0","0","0","-","2","0","2","0","0","26",1943-08-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-14","0","0","0","-","0","0","0","0","0","2",1943-08-15
"Kampfgeschwader",NA,27,"IV","3","He 111H-16","0","0","0","-","0","0","0","0","0","3",1943-08-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-11","0","0","0","-","0","0","0","0","0","1",1943-08-15
"Kampfgeschwader",NA,27,"IV","26","He 111H-6","0","0","0","-","1","0","1","0","0","25",1943-09-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-14","0","0","0","-","1","0","1","0","0","1",1943-09-15
"Kampfgeschwader",NA,27,"IV","3","He 111H-16","0","0","0","-","0","0","0","0","0","3",1943-09-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-11","0","0","0","-","0","0","0","0","0","2",1943-09-15
"Kampfgeschwader",NA,27,"IV","25","He 111H-6","0","0","0","-","4","0","4","0","0","21",1943-10-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-14","0","0","0","-","0","0","0","0","0","1",1943-10-15
"Kampfgeschwader",NA,27,"IV","3","He 111H-16","4","0","0","4","1","0","1","0","0","6",1943-10-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-11","0","0","0","-","0","0","0","0","0","11",1943-10-15
"Kampfgeschwader",NA,27,"IV","21","He 111H-6","0","0","0","-","3","0","0","2","1","18",1943-11-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-14","0","0","0","-","0","0","0","0","0","1",1943-11-15
"Kampfgeschwader",NA,27,"IV","6","He 111H-16","3","0","3","-","0","0","0","0","0","9",1943-11-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-11","0","0","0","-","0","0","0","0","0","2",1943-11-15
"Kampfgeschwader",NA,27,"IV","18","He 111H-6","0","0","0","-","1","0","0","0","1","17",1943-12-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-14","0","0","0","-","0","0","0","0","0","1",1943-12-15
"Kampfgeschwader",NA,27,"IV","9","He 111H-16","5","0","0","5","0","0","0","0","0","14",1943-12-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-11","0","0","0","-","0","0","0","0","0","2",1943-12-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-5","2","0","0","2","0","0","0","0","0","2",1943-12-15
"Kampfgeschwader",NA,27,"IV","17","He 111H-6","1","0","1","-","1","0","0","0","1","17",1944-01-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-14","0","0","0","-","0","0","0","0","0","1",1944-01-15
"Kampfgeschwader",NA,27,"IV","14","He 111H-16","5","0","0","5","0","0","0","0","0","19",1944-01-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-11","0","0","0","-","1","0","1","0","0","1",1944-01-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-5","0","0","0","-","2","0","0","2","0","0",1944-01-15
"Kampfgeschwader",NA,27,"IV","17","He 111H-6","1","0","1","-","2","0","2","0","0","16",1944-02-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-14","0","0","0","-","1","0","1","0","0","0",1944-02-15
"Kampfgeschwader",NA,27,"IV","19","He 111H-16","4","0","0","4","1","0","1","0","0","22",1944-02-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-11","0","0","0","-","0","0","0","0","0","1",1944-02-15
"Kampfgeschwader",NA,27,"IV","16","He 111H-6","0","0","0","-","1","0","1","0","0","15",1944-03-15
"Kampfgeschwader",NA,27,"IV","22","He 111H-16","6","0","6","-","2","0","2","0","0","26",1944-03-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-11","0","0","0","-","0","0","0","0","0","1",1944-03-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-20","1","1","0","-","0","0","0","0","0","1",1944-03-15
"Kampfgeschwader",NA,27,"IV","15","He 111H-6","4","0","3","1","1","0","1","0","0","18",1944-04-15
"Kampfgeschwader",NA,27,"IV","26","He 111H-16","7","0","2","5","5","5","0","0","0","28",1944-04-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-11","1","0","0","1","0","0","0","0","0","2",1944-04-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-20","0","0","0","-","0","0","0","0","0","1",1944-04-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-3","1","0","0","1","0","0","0","0","0","1",1944-04-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-5","2","0","0","2","0","0","0","0","0","2",1944-04-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-9","1","0","1","-","0","0","0","0","0","1",1944-04-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-10","2","0","0","2","0","0","0","0","0","2",1944-04-15
"Kampfgeschwader",NA,27,"IV","0","He 111P-1","1","0","1","-","0","0","0","0","0","1",1944-04-15
"Kampfgeschwader",NA,27,"IV","0","He 111P-2","1","0","0","1","0","0","0","0","0","1",1944-04-15
"Kampfgeschwader",NA,27,"IV","18","He 111H-6","0","0","0","-","6","0","1","0","5","12",1944-05-15
"Kampfgeschwader",NA,27,"IV","28","He 111H-16","9","0","0","9","7","0","4","0","3","30",1944-05-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-11","0","0","0","-","0","0","0","0","0","2",1944-05-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-3","0","0","0","-","1","0","0","0","1","0",1944-05-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-5","0","0","0","-","0","0","0","0","0","2",1944-05-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-9","0","0","0","-","0","0","0","0","0","1",1944-05-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-10","0","0","0","-","0","0","0","0","0","2",1944-05-15
"Kampfgeschwader",NA,27,"IV","1","He 111P-1","0","0","0","-","0","0","0","0","0","1",1944-05-15
"Kampfgeschwader",NA,27,"IV","1","He 111P-2","0","0","0","-","0","0","0","0","0","1",1944-05-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-20","7","0","0","7","0","0","0","0","0","7",1944-05-15
"Kampfgeschwader",NA,27,"IV","12","He 111H-6","4","0","0","4","3","0","0","0","3","13",1944-06-15
"Kampfgeschwader",NA,27,"IV","30","He 111H-16","2","0","1","1","3","0","0","0","3","29",1944-06-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-11","0","0","0","-","0","0","0","0","0","2",1944-06-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-5","0","0","0","-","2","0","0","0","2","0",1944-06-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-9","0","0","0","-","1","0","0","0","1","0",1944-06-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-10","0","0","0","-","1","0","0","0","1","1",1944-06-15
"Kampfgeschwader",NA,27,"IV","1","He 111P-1","1","0","1","-","1","0","0","0","1","1",1944-06-15
"Kampfgeschwader",NA,27,"IV","1","He 111P-2","0","0","0","-","1","0","0","0","1","0",1944-06-15
"Kampfgeschwader",NA,27,"IV","7","He 111H-20","5","0","1","4","0","0","0","0","0","12",1944-06-15
"Kampfgeschwader",NA,27,"IV","13","He 111H-6","7","0","0","7","0","0","0","0","0","20",1944-07-15
"Kampfgeschwader",NA,27,"IV","29","He 111H-16","5","0","0","5","0","0","0","0","0","34",1944-07-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-11","0","0","0","-","0","0","0","0","0","2",1944-07-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-10","0","0","0","-","0","0","0","0","0","1",1944-07-15
"Kampfgeschwader",NA,27,"IV","1","He 111P-1","0","0","0","-","1","0","0","0","1","0",1944-07-15
"Kampfgeschwader",NA,27,"IV","12","He 111H-20","3","0","0","3","0","0","0","0","0","15",1944-07-15
"Kampfgeschwader",NA,27,"IV","0","He 111P-2","1","0","0","1","0","0","0","0","0","1",1944-07-15
"Kampfgeschwader",NA,27,"IV","0","He 111P-4","1","0","0","1","0","0","0","0","0","1",1944-07-15
"Kampfgeschwader",NA,27,"IV","0","He 111H-5","4","0","0","4","0","0","0","0","0","4",1944-07-15
"Kampfgeschwader",NA,27,"IV","20","He 111H-6","3","0","0","3","4","0","0","0","4","19",1944-08-15
"Kampfgeschwader",NA,27,"IV","34","He 111H-16","1","0","0","1","2","1","0","1","0","33",1944-08-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-11","1","0","0","1","1","0","0","0","1","2",1944-08-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-10","0","0","0","-","0","0","0","0","0","1",1944-08-15
"Kampfgeschwader",NA,27,"IV","15","He 111H-20","0","0","0","-","0","0","0","0","0","15",1944-08-15
"Kampfgeschwader",NA,27,"IV","1","He 111P-2","0","0","0","-","0","0","0","0","0","1",1944-08-15
"Kampfgeschwader",NA,27,"IV","1","He 111P-4","0","0","0","-","0","0","0","0","0","1",1944-08-15
"Kampfgeschwader",NA,27,"IV","4","He 111H-5","0","0","0","-","0","0","0","0","0","4",1944-08-15
"Kampfgeschwader",NA,27,"IV","19","He 111H-6","0","0","0","-","19","0","0","0","19","0",1944-09-15
"Kampfgeschwader",NA,27,"IV","33","He 111H-16","0","0","0","-","33","0","0","0","33","0",1944-09-15
"Kampfgeschwader",NA,27,"IV","2","He 111H-11","0","0","0","-","2","0","0","0","2","0",1944-09-15
"Kampfgeschwader",NA,27,"IV","1","He 111H-10","0","0","0","-","1","0","0","0","1","0",1944-09-15
"Kampfgeschwader",NA,27,"IV","15","He 111H-20","0","0","0","-","15","0","0","0","15","0",1944-09-15
"Kampfgeschwader",NA,27,"IV","1","He 111P-2","0","0","0","-","1","0","0","0","1","0",1944-09-15
"Kampfgeschwader",NA,27,"IV","1","He 111P-4","0","0","0","-","1","0","0","0","1","0",1944-09-15
"Kampfgeschwader",NA,27,"IV","4","He 111H-5","0","0","0","-","4","0","0","0","4","0",1944-09-15
"Kampfgeschwader",14,27,"","0","He 111H-6","6","1","0","5","2","0","0","0","2","4",1943-01-15
"Kampfgeschwader",14,27,"","4","He 111H-6","6","1","3","2","1","0","1","0","0","9",1943-02-15
"Kampfgeschwader",14,27,"","9","He 111H-6","2","0","0","2","6","3","1","0","2","5",1943-03-15
"Kampfgeschwader",14,27,"","0","He 111H-11","3","2","0","1","1","1","0","0","0","2",1943-03-15
"Kampfgeschwader",14,27,"","0","He 111H-16","9","0","0","9","3","3","0","0","0","6",1943-03-15
"Kampfgeschwader",14,27,"","5","He 111H-6","0","0","0","-","5","0","4","0","1","0",1943-04-15
"Kampfgeschwader",14,27,"","2","He 111H-11","0","0","0","-","1","0","0","1","0","1",1943-04-15
"Kampfgeschwader",14,27,"","6","He 111H-16","5","4","1","-","3","0","0","2","1","3",1943-04-15
"Kampfgeschwader",14,27,"","0","He 111H-14","1","1","0","-","0","0","0","0","0","1",1943-04-15
"Kampfgeschwader",14,27,"","1","He 111H-14","0","0","0","-","1","0","0","0","1","0",1943-05-15
"Kampfgeschwader",14,27,"","1","He 111H-11","0","0","0","-","1","0","0","0","1","0",1943-05-15
"Kampfgeschwader",14,27,"","8","He 111H-16","4","4","0","-","1","1","0","0","0","11",1943-05-15
"Kampfgeschwader",14,27,"","11","He 111H-16","0","0","0","-","1","0","1","0","0","10",1943-06-15
"Kampfgeschwader",14,27,"","10","He 111H-16","2","0","2","-","2","1","1","0","0","10",1943-07-15
"Kampfgeschwader",14,27,"","10","He 111H-16","0","0","0","-","2","1","0","1","0","8",1943-08-15
"Kampfgeschwader",14,27,"","8","He 111H-16","2","2","0","-","0","0","0","0","0","10",1943-09-15
"Kampfgeschwader",14,27,"","10","He 111H-16","11","4","7","-","8","0","2","6","0","13",1943-10-15
"Kampfgeschwader",14,27,"","13","He 111H-16","3","2","1","-","5","4","0","1","0","11",1943-11-15
"Kampfgeschwader",14,27,"","11","He 111H-16","9","1","8","-","7","7","0","0","0","13",1943-12-15
"Kampfgeschwader",14,27,"","13","He 111H-16","7","6","1","-","8","1","2","5","0","12",1944-01-15
"Kampfgeschwader",14,27,"","12","He 111H-16","6","0","3","3","8","3","1","3","1","10",1944-02-15
"Kampfgeschwader",14,27,"","10","He 111H-16","11","0","11","-","6","0","3","2","1","15",1944-03-15
"Kampfgeschwader",14,27,"","15","He 111H-16","4","0","4","-","3","0","0","3","0","16",1944-04-15
"Kampfgeschwader",14,27,"","16","He 111H-16","0","0","0","-","1","0","1","0","0","15",1944-05-15
"Kampfgeschwader",14,27,"","15","He 111H-16","3","0","3","-","3","0","3","0","0","15",1944-06-15
"Kampfgeschwader",14,27,"","15","He 111H-16/R1","1","0","1","-","3","0","2","1","0","13",1944-07-15
"Kampfgeschwader",14,27,"","0","He 111H-16","1","0","0","1","0","0","0","0","0","1",1944-07-15
"Kampfgeschwader",14,27,"","13","He 111H-16/R1","0","0","0","-","0","0","0","0","0","13",1944-08-15
"Kampfgeschwader",14,27,"","1","He 111H-16","0","0","0","-","0","0","0","0","0","1",1944-08-15
"Kampfgeschwader",14,27,"","13","He 111H-16/R1","0","0","0","-","0","0","0","0","0","13",1944-09-15
"Kampfgeschwader",14,27,"","1","He 111H-16","0","0","0","-","1","1","0","0","0","0",1944-09-15
"Kampfgeschwader",14,27,"","13","He 111H-16/R1","0","0","0","-","6","5","1","0","0","7",1944-10-15
"Kampfgeschwader",14,27,"","0","He 111H-6","1","0","0","1","0","0","0","0","0","1",1944-10-15
"Kampfgeschwader",14,27,"","0","He 111H-16","9","0","0","9","3","3","0","0","0","6",1944-10-15
"Kampfgeschwader",14,27,"","7
        6","He 111H-16/R1
        He 111H-16","3","1","0","2","3","1","2","0","0","13",1944-11-15
"Kampfgeschwader",14,27,"","1","He 111H-6","0","0","0","-","0","0","0","0","0","1",1944-11-15
"Kampfgeschwader",14,27,"","13","He 111H-16","7","0","2","5","7","1","6","0","0","13",1944-12-15
"Kampfgeschwader",14,27,"","1","He 111H-6","0","0","0","-","0","0","0","0","0","1",1944-12-15
"Kampfgeschwader",NA,30,"Stab","4","Ju 88A-4","0","0","0","-","0","0","0","0","0","4",1942-03-15
"Kampfgeschwader",NA,30,"Stab","4","Ju 88A-4","0","0","0","-","4","0","0","0","4","0",1942-04-15
"Kampfgeschwader",NA,30,"Stab","0","Ju 88A-4","0","0","0","-","0","0","0","0","0","0",1942-05-15
"Kampfgeschwader",NA,30,"Stab","0","Ju 88A-4","0","0","0","-","0","0","0","0","0","0",1942-06-15
"Kampfgeschwader",NA,30,"Stab","0","Ju 88A-4","0","0","0","-","0","0","0","0","0","0",1942-07-15
"Kampfgeschwader",NA,30,"Stab","0","Ju 88A-4","4","0","0","4","0","0","0","0","0","4",1942-08-15
"Kampfgeschwader",NA,30,"Stab","4","Ju 88A-4","2","0","0","2","2","0","0","0","2","4",1942-09-15
"Kampfgeschwader",NA,30,"Stab","4","Ju 88A-4","0","0","0","-","0","0","0","0","0","4",1942-10-15
"Kampfgeschwader",NA,30,"Stab","4","Ju 88A-4","0","0","0","-","2","0","0","0","2","2",1942-11-15
"Kampfgeschwader",NA,30,"Stab","2","Ju 88A-4","0","0","0","-","1","0","0","0","1","1",1942-12-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88A-4","0","0","0","-","1","0","0","0","1","0",1943-01-15
"Kampfgeschwader",NA,30,"Stab","0","Ju 88A-4","1","0","0","1","0","0","0","0","0","1",1943-02-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88A-4","0","0","0","-","0","0","0","0","0","1",1943-03-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88A-4","0","0","0","-","1","0","0","0","1","0",1943-04-15
"Kampfgeschwader",NA,30,"Stab","0","Ju 88A-4","0","0","0","-","0","0","0","0","0","0",1943-05-15
"Kampfgeschwader",NA,30,"Stab","0","Ju 88A-4","1","0","0","1","0","0","0","0","0","1",1943-06-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88A-4","2","0","0","2","2","0","0","0","2","1",1943-07-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88A-4","2","1","0","1","0","0","0","0","0","3",1943-08-15
"Kampfgeschwader",NA,30,"Stab","3","Ju 88A-4","0","0","0","-","1","1","0","0","0","2",1943-09-15
"Kampfgeschwader",NA,30,"Stab","2","Ju 88A-4","1","0","1","-","1","0","0","0","1","2",1943-10-15
"Kampfgeschwader",NA,30,"Stab","2","Ju 88A-4","1","1","0","-","2","0","0","0","2","1",1943-11-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88A-4","0","0","0","-","0","0","0","0","0","1",1943-12-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88A-4","0","0","0","-","1","0","0","0","1","0",1944-01-15
"Kampfgeschwader",NA,30,"Stab","0","Ju 88A-4","0","0","0","-","0","0","0","0","0","0",1944-02-15
"Kampfgeschwader",NA,30,"Stab","0","Ju 88A-4","1","0","0","1","0","0","0","0","0","1",1944-03-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88A-4","0","0","0","-","0","0","0","0","0","1",1944-04-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88A-4","0","0","0","-","0","0","0","0","0","1",1944-05-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88A-4","1","0","0","1","2","0","0","1","1","0",1944-06-15
"Kampfgeschwader",NA,30,"Stab","0","Ju 88S-3","1","0","0","1","0","0","0","0","0","1",1944-06-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88S-3","1","0","0","1","1","0","0","0","1","1",1944-07-15
"Kampfgeschwader",NA,30,"Stab","1","Ju 88S-3","0","0","0","-","0","0","0","0","0","1",1944-08-15
